,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2009-05-29,129.81,27.86,77.99,22.98,39.7,11.07,33.17,31.36,29.21,12.51,28.77,17.14,9.9,27.87,56.29,23.79,11.19,5.41,49.75,11.49,136.4,26.05,20.26,28.89,31.57,96.93,33.42,37.32,42.8,21.22,69.08,20.72,50.28,50.64,18.36,6.34,39.81,37.08,33.01,44.79,12.56,44.39,25.06,38.07,40.46,26.23,25.49,79.7,43.55,19.36,17.34,20.04,18.6,26.67,23.14,44.05,61.03,6.12,15.84
2009-06-01,133.19,27.36,83.05,24.03,42.22,11.01,33.15,33.21,30.75,12.65,30.07,18.07,10.19,28.61,58.43,24.99,11.78,5.77,51.85,11.81,136.17,26.43,21.13,29.63,33.09,98.84,32.71,37.84,44.11,21.16,69.51,21.89,51.02,52.58,18.81,6.5,39.93,37.82,33.27,45.72,12.2,45.6,26.29,39.11,41.01,27.34,26.47,81.26,44.92,19.85,18.2,20.47,18.97,27.88,23.08,44.8,63.15,6.29,16.58
2009-06-02,133.33,25.71,84.93,22.85,43.55,11.2,33.35,33.12,31.12,13.14,30.09,18.17,10.18,29.31,58.55,25.11,11.55,6.03,52.44,11.76,135.04,26.24,21.43,29.52,32.94,97.44,31.25,38.47,44.45,21.43,69.69,21.79,51.47,53.17,18.81,6.51,39.72,37.6,32.83,47.65,12.38,45.9,26.31,38.81,41.87,28.0,26.34,80.54,45.13,20.33,17.96,20.92,18.61,28.31,22.14,44.22,64.17,6.32,16.62
2009-06-03,134.72,24.23,85.68,22.64,42.82,11.02,32.38,32.42,31.38,12.89,28.64,17.94,9.96,28.62,57.63,24.14,11.24,5.82,51.22,11.5,134.12,25.71,21.32,29.34,32.75,97.13,30.78,38.23,44.2,21.19,68.75,21.4,51.99,52.77,19.1,6.31,37.95,37.05,32.75,47.08,12.31,45.99,25.36,38.21,41.04,27.37,25.51,78.5,43.4,19.84,17.93,20.5,15.3,28.0,21.9,45.06,63.43,6.17,16.3
2009-06-04,137.39,27.03,85.52,23.35,44.76,11.67,32.59,33.62,31.59,13.15,28.86,18.23,9.64,28.38,58.92,23.99,11.7,5.99,51.67,11.72,141.02,25.78,21.49,29.53,33.17,96.98,32.02,38.0,43.91,21.48,69.79,21.44,51.77,53.08,19.19,6.54,40.27,37.52,33.03,47.56,12.1,45.59,26.81,38.38,40.43,27.71,26.43,79.2,44.29,20.23,17.95,20.87,15.17,27.69,22.78,45.05,64.22,6.53,16.65
2009-06-05,138.28,28.18,87.56,23.07,46.61,11.66,33.51,34.02,31.41,12.82,28.25,18.41,9.75,28.23,58.57,22.57,11.69,5.99,52.85,11.54,140.59,25.52,21.14,29.46,34.33,97.81,31.3,37.78,43.71,21.34,71.17,21.74,51.45,54.04,19.46,6.36,42.3,37.68,32.56,47.61,12.0,45.45,26.31,39.4,39.45,27.83,25.96,79.36,43.82,20.91,17.6,20.67,15.14,27.6,22.44,45.23,64.22,6.4,16.64
2009-06-08,137.49,27.36,86.36,23.72,46.76,11.85,33.97,34.11,31.4,13.04,28.26,18.41,9.75,28.78,58.74,21.9,11.88,6.01,52.86,11.56,139.97,25.74,21.48,29.54,34.46,98.04,32.06,38.41,44.02,21.31,70.91,21.77,50.47,53.82,19.38,6.53,43.04,37.93,32.85,46.98,11.83,45.41,26.71,39.17,39.71,27.55,25.92,79.41,43.55,21.42,17.68,20.57,15.17,28.02,23.04,45.0,64.39,6.39,16.19
2009-06-09,136.41,27.2,87.08,24.9,46.34,11.85,34.47,33.82,31.08,13.08,28.59,18.61,9.82,28.82,59.26,22.51,12.19,5.89,51.8,11.56,140.87,26.05,21.5,29.42,33.93,98.63,31.94,37.91,43.85,21.19,69.39,22.06,50.78,53.51,19.41,6.49,45.46,37.65,33.13,46.4,11.68,44.79,26.97,38.35,39.96,27.64,26.0,79.08,44.01,21.89,18.79,20.69,15.09,27.85,23.29,44.82,64.35,6.41,16.4
2009-06-10,134.05,26.37,86.59,24.68,46.3,11.77,34.18,33.27,31.17,12.98,28.72,18.49,9.58,28.5,59.28,22.37,12.52,5.83,51.62,11.42,138.39,26.0,21.53,29.34,33.89,98.82,31.56,37.52,43.78,20.89,68.5,21.56,50.16,53.62,19.82,6.52,46.37,37.3,32.67,46.29,11.62,44.51,26.76,38.88,39.24,27.36,25.71,78.6,44.02,21.75,18.74,20.86,15.12,27.74,22.61,44.33,64.98,6.36,16.32
2009-06-11,133.77,26.54,85.69,23.7,44.84,12.75,34.61,33.26,31.12,13.18,28.59,18.62,9.48,28.31,60.7,22.66,12.84,5.63,51.84,11.47,136.95,27.06,21.39,29.18,34.29,99.78,31.65,37.92,43.72,21.15,67.91,21.37,49.56,53.72,20.07,6.63,45.8,37.51,33.23,45.96,12.09,44.45,27.66,38.93,39.38,27.42,26.04,78.64,44.17,21.63,18.63,21.08,14.69,27.69,22.71,43.68,65.17,6.3,16.19
2009-06-12,130.92,26.54,84.08,23.27,45.53,13.48,34.52,33.36,31.62,13.04,27.85,18.45,9.84,28.38,61.35,22.57,12.95,5.75,52.25,11.51,137.41,28.25,21.32,28.72,34.78,98.69,31.82,38.44,43.98,21.28,68.36,21.29,50.16,54.1,20.51,6.69,45.89,37.94,34.6,46.55,12.2,44.91,27.03,38.63,38.72,27.29,26.73,78.4,43.22,21.49,18.59,20.6,14.64,27.91,23.13,44.14,64.93,6.28,16.4
2009-06-15,130.08,25.22,83.18,23.33,43.83,13.1,33.21,31.94,30.99,12.56,27.05,17.94,9.91,28.03,60.01,21.55,12.45,5.58,50.78,11.21,134.93,27.55,21.06,27.87,34.15,98.16,30.8,37.49,42.89,20.94,67.79,20.37,49.66,52.6,20.58,6.25,44.22,37.18,33.73,45.88,11.68,43.87,25.68,38.36,37.54,26.24,25.32,76.24,41.36,20.99,18.89,20.24,14.39,27.28,22.43,42.92,64.07,6.21,16.4
2009-06-16,130.33,24.39,82.15,22.83,43.22,12.51,33.06,31.45,30.39,12.29,27.16,17.68,9.64,28.07,59.0,21.06,12.35,5.34,50.24,10.89,136.01,27.86,20.48,27.24,33.93,97.88,30.34,37.5,42.42,20.82,67.57,19.76,49.05,51.8,20.61,6.16,44.43,36.48,33.75,45.41,11.71,42.82,25.32,38.24,37.06,25.96,25.58,75.3,41.03,20.61,18.53,20.19,14.34,27.2,22.15,42.73,63.04,6.26,15.96
2009-06-17,129.59,23.08,82.65,22.15,42.98,12.09,32.99,30.77,30.8,12.59,26.7,17.79,9.72,28.86,58.11,20.73,12.34,5.37,50.38,10.44,131.83,28.17,20.88,27.46,34.47,97.59,29.65,38.16,42.51,20.86,67.77,19.83,49.31,52.36,20.81,6.17,43.19,36.69,34.54,45.96,12.05,42.74,25.02,38.63,37.44,26.39,26.34,76.3,40.91,21.05,19.14,20.18,14.33,27.48,20.96,43.0,62.85,6.21,15.6
2009-06-18,129.88,24.23,81.6,22.28,43.34,12.68,32.36,30.14,31.37,12.6,26.87,17.6,9.64,29.04,57.77,21.04,12.2,5.35,50.89,10.28,135.0,28.1,20.62,27.1,34.59,96.98,30.95,39.01,42.81,21.57,68.96,19.51,49.98,52.6,20.65,6.2,44.72,36.89,34.52,47.27,12.33,43.73,25.58,39.14,37.31,25.98,26.67,75.85,40.87,20.94,19.07,20.23,14.48,28.4,21.51,43.11,62.87,6.2,15.34
2009-06-19,133.32,25.22,82.96,22.78,42.88,12.99,33.61,29.76,31.26,12.6,26.97,17.53,9.71,29.71,57.46,20.87,12.86,5.38,51.36,10.4,135.04,28.21,20.77,27.13,35.32,96.58,31.7,38.91,42.26,21.25,68.18,19.64,49.99,52.65,21.16,6.45,45.16,36.69,34.59,46.77,12.4,43.28,26.09,39.28,37.4,26.23,27.04,76.18,41.0,20.79,19.37,20.42,14.29,28.14,21.96,42.66,62.53,6.07,15.8
2009-06-22,131.3,22.91,79.15,21.48,41.52,11.73,32.58,28.62,31.25,12.37,25.38,17.06,9.28,29.11,55.52,20.14,12.56,5.06,50.23,9.9,129.27,27.58,20.53,26.16,34.76,95.33,29.77,38.93,42.59,20.89,67.3,18.69,49.16,50.97,20.46,6.13,43.5,36.32,33.94,46.41,12.23,43.21,24.28,38.68,36.38,25.32,26.29,74.25,39.47,20.02,18.75,20.14,13.51,26.53,20.43,43.03,60.58,5.78,14.71
2009-06-23,128.09,23.24,77.68,21.63,38.83,12.02,32.72,29.18,31.17,12.53,25.89,17.21,9.26,28.9,55.69,20.39,12.56,5.21,48.95,9.97,133.21,28.12,20.2,26.64,34.41,95.26,30.41,39.09,42.64,20.81,67.19,18.56,48.78,50.6,20.51,6.26,44.23,35.25,34.82,45.99,12.18,43.2,24.02,38.15,36.95,25.81,26.68,74.73,40.19,20.29,18.43,20.4,13.77,26.54,20.79,42.82,60.68,5.76,14.68
2009-06-24,130.2,23.4,79.27,21.2,36.58,12.14,33.69,29.54,31.09,12.56,26.18,17.24,9.39,29.05,55.48,20.75,12.85,5.3,47.68,10.05,134.59,27.92,20.02,26.77,34.28,94.99,30.31,39.41,43.18,20.68,65.68,18.94,48.39,50.97,20.63,6.25,45.93,34.96,34.15,46.03,12.17,43.2,24.08,37.7,37.26,25.9,25.61,75.64,40.16,20.49,18.76,20.31,13.33,26.86,21.03,42.96,60.24,5.84,15.45
2009-06-25,133.68,24.06,82.2,22.6,37.65,12.14,34.39,30.5,31.65,13.05,26.21,17.63,9.89,29.18,56.46,21.14,13.2,5.35,48.8,10.19,136.27,27.45,20.81,27.58,35.11,96.73,30.92,39.98,44.0,20.83,67.01,19.6,49.38,52.23,20.91,6.43,47.03,36.12,33.95,46.84,12.67,44.17,25.61,38.47,37.37,26.51,24.3,77.24,40.47,21.02,19.09,20.59,13.88,26.86,21.6,43.53,61.5,5.99,15.53
2009-06-26,136.15,24.06,83.88,21.97,37.07,12.53,33.9,30.56,31.79,12.92,26.13,17.52,9.82,29.33,55.68,21.21,13.23,5.28,48.49,10.1,138.45,27.66,20.84,27.38,34.64,96.39,31.2,39.89,43.66,20.95,66.88,19.42,48.99,52.55,20.52,6.54,45.2,35.79,34.1,47.46,12.56,44.23,25.22,37.94,37.07,26.3,22.53,75.91,40.61,20.62,19.18,20.62,13.7,26.68,21.66,43.07,60.77,6.01,15.74
2009-06-29,135.7,21.92,83.03,22.19,37.75,12.96,33.43,30.72,31.78,13.05,26.5,17.6,10.06,30.05,56.46,21.74,13.41,5.44,49.83,10.1,140.92,27.41,21.07,27.45,35.9,96.52,31.34,40.21,44.39,21.02,67.76,19.74,49.19,53.17,20.97,6.33,46.26,36.32,33.96,47.58,12.62,44.64,25.44,38.7,37.9,26.58,23.71,75.07,41.44,20.94,19.04,20.58,13.83,26.76,22.26,43.18,62.11,6.0,15.9
2009-06-30,136.14,19.12,83.66,21.65,37.62,12.97,32.53,29.22,31.34,13.14,26.4,17.28,10.1,29.8,55.93,21.41,13.28,5.71,48.75,10.07,139.11,27.31,20.86,27.24,35.6,95.24,30.9,40.18,43.73,20.89,66.61,19.65,49.41,53.3,20.89,6.14,43.6,35.57,33.65,47.68,12.4,43.67,24.83,37.88,37.51,25.86,23.72,75.11,40.96,20.82,19.04,20.24,14.04,26.32,22.02,42.9,61.52,5.87,15.66
2009-07-01,136.52,14.9,81.6,21.43,37.38,12.82,32.55,29.35,31.96,13.15,26.4,17.42,10.19,29.69,56.16,21.56,12.95,5.56,49.01,10.12,138.99,27.85,20.93,27.38,35.63,95.62,30.63,41.03,44.86,21.41,66.61,18.86,50.04,53.86,21.13,6.29,42.52,35.89,34.07,49.04,12.32,44.44,25.21,38.27,37.68,25.98,24.41,74.88,41.59,20.94,19.31,20.81,14.48,26.26,21.91,42.84,62.09,5.99,15.41
2009-07-02,133.83,15.04,79.32,20.75,36.14,12.42,31.28,28.07,31.93,12.62,25.71,17.14,9.62,29.05,54.39,20.71,12.55,5.54,47.19,9.85,135.38,26.93,20.14,26.17,34.86,92.78,29.27,40.4,44.15,21.28,65.68,18.15,49.37,53.43,20.54,6.1,39.69,34.61,33.09,48.89,11.97,43.68,23.52,36.92,36.77,25.19,23.89,73.68,39.66,20.01,19.04,20.12,13.76,25.69,20.95,42.32,60.27,5.8,14.99
2009-07-06,132.49,13.34,78.1,21.91,35.9,11.94,32.31,28.03,32.95,12.69,25.63,17.17,9.54,29.22,54.15,21.17,12.98,5.41,47.47,9.86,138.18,27.15,20.2,26.78,34.75,92.71,29.57,41.25,44.42,21.33,66.49,17.69,49.84,53.8,20.39,6.24,37.3,34.9,33.4,49.57,12.05,44.59,23.16,37.19,36.35,25.27,24.37,75.19,39.34,20.04,19.13,20.47,13.84,26.42,20.97,42.27,59.93,5.69,14.91
2009-07-07,129.42,11.33,75.63,21.08,34.56,11.94,31.55,26.79,32.39,12.14,25.1,16.9,9.17,28.69,52.94,20.09,12.58,5.21,45.82,9.46,134.48,26.55,19.78,26.06,33.93,91.38,29.76,41.18,44.08,21.17,64.43,17.5,48.82,52.11,19.8,6.11,38.3,33.67,32.66,48.58,12.06,44.36,22.13,36.12,35.34,24.34,23.73,74.04,38.27,19.36,18.57,20.13,13.19,25.83,21.17,42.37,58.57,5.48,14.44
2009-07-08,131.16,10.8,77.36,21.17,35.01,11.64,31.7,27.04,32.49,12.32,24.76,16.8,9.17,29.13,53.0,20.21,12.53,5.04,45.69,9.2,130.72,26.93,20.01,25.22,34.27,91.83,29.67,41.25,43.82,21.12,64.76,17.17,49.02,52.34,19.83,5.98,38.21,33.96,32.87,47.59,12.08,44.99,22.04,36.2,36.36,24.4,23.68,73.25,38.24,19.42,18.26,20.13,13.15,26.64,20.79,42.84,58.31,5.5,14.38
2009-07-09,130.34,7.81,78.1,21.24,34.79,11.76,31.73,27.1,32.36,12.22,25.3,16.84,9.27,29.04,53.26,20.48,12.72,5.3,45.36,9.33,135.12,27.67,20.02,25.1,34.36,93.1,30.5,40.84,43.49,21.2,64.66,17.56,48.79,52.4,19.72,5.93,39.44,33.77,33.03,47.44,11.81,44.79,22.25,36.29,37.51,24.45,23.73,73.24,38.67,19.84,18.27,20.24,13.17,26.3,21.13,42.58,58.06,5.48,14.55
2009-07-10,132.4,9.68,77.63,21.63,35.1,11.67,31.64,27.0,31.55,12.11,24.93,16.99,9.2,28.9,51.84,20.57,12.79,5.38,45.41,9.26,133.85,27.18,19.88,25.16,34.3,91.96,29.34,40.76,43.33,21.03,64.35,17.42,49.03,53.02,19.68,5.78,39.37,33.7,32.35,47.47,11.74,44.63,22.39,36.64,37.34,23.85,23.25,73.35,37.91,19.8,18.28,20.03,12.95,25.82,20.76,42.13,57.31,5.53,14.93
2009-07-13,136.05,12.01,81.47,22.84,35.8,12.77,32.2,28.12,32.27,12.34,25.5,17.21,9.28,29.62,52.72,21.11,12.59,5.36,46.02,9.85,140.99,27.89,20.4,26.05,34.36,94.51,31.49,41.35,44.32,21.35,66.08,18.38,49.22,53.64,20.42,5.93,40.0,34.47,32.84,48.3,12.2,45.28,22.65,37.41,38.3,24.08,23.76,74.17,39.23,20.19,18.64,20.31,13.48,26.25,22.51,42.36,57.82,5.73,15.01
2009-07-14,135.98,11.8,81.95,22.79,35.77,12.69,32.56,28.24,32.49,12.38,25.45,17.36,9.33,29.33,53.19,21.35,11.58,5.5,46.74,10.0,141.2,28.15,20.91,26.16,34.21,94.17,31.48,41.2,44.27,21.45,67.06,18.77,49.38,53.77,20.31,5.99,39.75,35.22,32.79,48.66,12.32,45.76,22.51,37.97,37.83,24.77,23.78,75.03,39.03,20.56,18.86,20.38,13.63,26.32,22.15,42.62,58.28,5.84,15.18
2009-07-15,140.39,11.72,84.55,25.36,36.61,13.19,33.04,29.92,32.38,12.87,26.14,18.36,9.73,29.69,54.51,22.55,11.92,5.69,47.65,10.52,146.48,28.22,21.26,26.56,35.76,97.79,32.89,41.37,45.0,21.99,67.11,19.41,49.06,54.98,21.2,5.84,40.83,35.84,33.78,49.7,12.42,46.71,23.19,38.22,39.4,25.23,24.5,75.19,40.5,21.25,19.57,21.24,14.14,26.85,22.96,43.0,60.23,6.03,15.71
2009-07-16,141.0,10.51,86.11,26.35,37.22,12.94,33.41,30.58,32.58,12.93,26.6,18.64,9.75,29.99,54.78,22.93,12.33,5.77,48.2,10.65,147.98,28.49,21.54,26.61,36.54,100.91,32.77,41.41,45.36,22.11,68.13,18.2,49.18,56.22,21.48,5.79,40.99,36.68,34.64,49.68,12.46,47.18,23.79,39.06,39.78,24.79,24.95,75.05,41.11,21.99,19.97,21.64,14.31,26.31,22.74,42.96,60.25,6.2,16.19
2009-07-17,145.05,11.14,85.85,26.11,36.61,12.67,33.13,30.43,32.57,12.92,26.6,19.0,9.73,30.62,54.98,23.04,12.26,5.78,47.14,10.01,147.98,28.09,21.78,26.51,36.82,105.27,33.46,40.71,45.43,21.9,66.98,17.79,49.71,55.8,21.35,5.74,40.21,36.55,34.96,49.16,12.37,47.79,24.11,38.58,40.01,24.34,24.99,74.88,41.3,21.61,20.57,21.64,14.48,26.69,22.69,42.94,60.3,6.07,16.84
2009-07-20,146.15,11.09,88.23,26.92,37.36,12.03,33.63,32.82,32.53,13.24,27.11,19.6,9.88,30.8,55.42,23.68,12.52,5.83,47.94,10.03,150.99,29.21,21.9,26.87,37.24,106.2,33.55,41.06,45.73,22.21,67.82,18.21,50.09,56.61,21.56,5.82,41.13,37.06,35.81,48.65,12.62,47.48,24.64,38.75,40.41,24.63,25.58,75.69,42.22,22.69,21.11,21.75,14.81,26.92,23.16,43.23,60.67,6.34,17.01
2009-07-21,144.82,10.98,89.01,27.37,38.08,11.98,33.92,35.33,32.69,13.06,27.31,20.01,9.83,30.79,55.93,23.67,12.92,5.84,48.01,9.85,150.77,29.47,21.6,27.17,37.37,106.75,33.51,41.05,45.28,21.92,62.05,17.72,50.39,56.93,21.82,5.96,41.97,36.69,36.24,48.93,12.98,47.42,24.11,38.53,40.99,24.64,25.79,77.09,42.7,22.31,20.63,22.07,14.91,26.82,23.01,43.27,62.02,6.28,16.75
2009-07-22,149.81,10.81,88.79,26.79,37.18,12.02,33.64,34.62,32.73,12.92,27.09,19.88,9.73,31.02,55.67,23.79,12.87,6.01,47.53,9.99,151.39,29.26,21.87,27.57,37.58,105.41,33.41,41.15,45.42,21.38,62.98,17.9,50.55,57.35,21.8,5.99,40.65,36.7,36.32,48.49,13.12,47.27,24.48,38.62,41.41,24.7,26.2,76.98,42.47,22.14,20.84,22.08,14.73,26.68,22.19,43.54,61.59,6.34,17.37
2009-07-23,150.85,10.43,93.87,27.44,37.13,12.47,34.04,36.94,33.24,13.23,27.61,20.29,9.87,31.4,57.32,25.2,13.03,6.57,47.27,10.27,156.1,29.7,22.32,28.18,38.35,106.77,34.61,41.53,48.21,21.41,62.24,18.96,48.21,61.57,22.47,5.96,40.99,36.03,36.49,49.02,13.35,47.52,27.74,39.27,42.08,25.28,26.39,78.8,43.28,23.04,21.3,22.21,15.23,26.62,22.02,43.18,63.02,7.0,17.36
2009-07-24,152.92,10.27,86.49,27.49,37.51,12.29,35.14,37.61,33.47,13.24,28.22,20.27,9.97,32.22,57.77,25.11,13.06,6.38,46.2,10.34,155.41,29.58,22.35,28.22,38.43,107.3,34.4,41.35,48.39,21.49,61.19,18.91,48.2,61.56,20.61,5.85,41.11,34.18,36.57,48.94,13.62,48.1,28.68,38.97,42.1,25.38,26.63,79.61,43.31,22.8,21.54,22.14,15.22,27.23,21.3,43.34,63.62,7.16,17.48
2009-07-27,153.03,10.71,84.24,26.44,37.39,12.86,35.53,38.38,33.47,13.59,28.4,20.24,9.99,31.91,58.13,25.37,13.26,6.84,45.67,10.59,154.61,29.86,22.21,28.79,38.54,107.29,34.59,41.29,48.83,21.55,61.58,18.81,48.1,62.0,20.31,5.83,41.1,33.81,36.39,48.88,13.74,48.05,30.04,39.13,42.14,24.78,26.44,79.44,43.49,22.81,21.47,22.2,15.61,27.19,21.98,43.37,64.02,7.18,17.0
2009-07-28,152.93,11.0,84.98,25.79,38.28,13.11,36.05,38.41,33.59,13.59,28.18,20.32,10.0,31.94,57.7,25.16,13.51,6.72,47.3,10.76,151.47,29.89,22.42,28.57,38.67,106.97,34.54,41.26,49.07,21.5,62.01,18.75,48.53,61.97,20.63,5.81,39.55,34.14,36.47,48.56,13.25,47.99,30.09,39.75,41.54,24.55,26.9,79.9,42.57,22.32,21.63,22.19,15.23,27.08,22.25,43.32,63.27,7.45,17.22
2009-07-29,152.96,10.75,84.34,25.85,38.39,13.29,35.9,37.45,33.8,13.32,27.19,20.13,9.85,31.79,56.67,24.69,13.27,6.7,48.01,10.53,150.43,30.02,22.42,30.55,38.86,106.95,34.26,41.45,48.86,21.45,61.71,18.22,48.48,60.94,20.92,5.71,39.26,35.01,35.99,48.87,13.02,48.34,29.65,39.98,41.88,24.82,26.54,82.16,41.92,21.92,21.68,22.33,14.72,27.53,22.13,43.72,62.86,7.44,15.14
2009-07-30,155.6,10.82,86.09,26.3,38.28,13.73,36.33,38.87,32.01,13.71,27.4,20.37,10.72,31.48,57.16,25.75,13.13,6.96,48.52,11.26,153.24,30.05,22.82,32.13,39.34,107.5,34.9,41.12,48.68,21.62,61.66,19.09,47.78,61.99,20.93,5.84,39.27,35.39,36.8,49.11,13.18,48.44,30.59,40.71,43.13,27.28,26.43,83.9,42.4,22.16,21.69,22.58,15.0,27.76,22.57,44.26,62.24,7.54,14.6
2009-07-31,156.17,10.83,85.76,26.39,37.98,14.53,37.02,39.45,32.28,13.57,27.73,20.39,10.65,31.38,58.65,25.85,12.94,7.53,48.75,11.51,154.07,29.94,22.9,31.98,39.88,107.56,35.06,40.99,48.75,21.69,61.75,19.18,47.32,62.54,20.67,6.2,39.54,34.72,37.63,49.24,13.17,47.82,31.24,40.3,44.1,27.96,26.26,83.71,42.04,22.04,21.6,22.77,14.97,27.8,22.2,44.17,61.95,7.42,14.32
2009-08-03,159.08,11.21,87.44,26.69,38.76,15.06,36.8,40.4,32.14,13.81,28.54,20.91,11.09,31.87,59.44,26.66,13.16,7.84,49.29,11.79,154.83,30.51,23.24,32.56,39.96,109.38,35.92,40.51,48.6,21.59,62.57,19.64,47.38,63.97,20.94,6.46,40.79,35.89,37.83,48.76,13.26,47.91,32.35,41.07,44.76,28.62,27.15,86.7,42.16,22.53,21.89,22.99,15.5,27.83,23.42,44.14,62.17,7.43,14.34
2009-08-04,158.24,11.14,85.8,26.75,39.09,15.37,36.31,42.88,32.18,14.06,28.45,20.79,10.9,31.85,59.44,26.86,13.25,7.81,49.73,11.87,155.83,30.47,23.21,32.05,39.99,109.08,36.48,40.18,49.33,21.55,62.34,20.66,47.28,63.88,20.89,6.33,41.63,36.41,37.51,51.24,13.29,47.78,33.37,40.89,45.1,28.0,27.43,86.18,42.03,23.2,22.09,22.82,15.57,27.2,24.1,44.15,62.13,7.57,14.51
2009-08-05,157.81,18.13,84.29,28.29,39.35,16.37,35.83,41.76,31.91,13.75,28.29,20.54,10.95,32.23,58.92,26.81,13.18,7.94,49.52,12.02,159.11,30.48,23.25,31.77,39.85,108.05,37.9,39.93,48.82,21.4,61.39,20.52,47.35,63.7,20.93,6.34,42.71,36.36,37.63,50.66,13.25,46.44,33.25,40.41,44.73,28.06,26.83,83.73,41.82,22.66,21.9,22.53,15.66,27.09,25.48,43.57,61.63,7.71,14.67
2009-08-06,156.67,18.57,84.47,29.17,40.68,16.41,35.57,42.21,31.86,13.74,27.99,20.67,10.92,31.98,58.47,27.13,12.73,7.6,49.68,12.3,157.33,29.85,23.43,32.46,38.88,107.56,36.97,40.17,48.22,21.5,62.53,20.0,47.13,64.21,20.62,6.29,43.59,36.59,37.24,50.17,13.18,44.33,32.47,39.97,44.33,28.28,26.65,85.55,41.67,22.59,21.82,23.4,15.55,27.33,25.43,43.38,61.36,7.61,14.74
2009-08-07,158.2,22.37,85.32,30.46,41.73,16.14,35.63,42.78,31.65,13.66,27.96,20.56,11.21,32.31,58.68,27.44,12.77,7.54,50.64,12.63,154.4,30.36,24.07,32.37,40.1,109.34,38.43,39.83,48.01,21.48,63.4,22.51,47.44,64.65,20.71,6.29,44.96,37.5,36.94,50.09,13.33,44.82,34.5,40.48,44.23,28.34,26.58,84.84,41.03,23.42,21.65,23.32,15.4,27.5,26.15,43.65,61.14,7.65,14.62
2009-08-10,157.44,23.65,84.44,30.13,40.9,16.39,35.72,42.22,31.77,13.69,28.05,20.05,10.91,32.57,58.45,27.06,13.15,7.27,50.0,12.52,151.3,30.42,23.93,32.62,40.22,108.77,38.73,39.77,48.2,21.52,62.87,21.03,48.36,62.88,20.58,6.28,44.75,37.06,36.62,49.81,13.29,44.94,34.78,40.44,44.11,28.65,26.31,84.31,40.58,23.35,21.24,22.69,15.52,27.5,26.04,44.03,60.88,7.92,14.63
2009-08-11,155.64,20.54,83.56,29.36,40.56,15.58,35.55,41.44,31.98,13.48,27.67,19.62,11.01,32.47,57.36,27.56,12.94,7.35,49.47,12.02,150.22,30.18,23.74,31.81,39.97,107.93,37.41,39.84,48.47,21.35,62.12,21.38,48.15,63.27,20.33,6.27,44.69,36.31,36.72,49.37,13.22,44.74,35.21,40.09,43.61,28.3,26.14,84.69,40.34,22.93,21.23,22.72,15.27,27.52,24.45,44.32,60.32,7.65,14.46
2009-08-12,158.01,20.87,85.96,29.63,41.41,15.66,35.82,42.6,32.01,13.56,27.84,19.86,11.04,32.54,58.02,27.5,13.39,7.25,50.28,12.14,154.5,30.67,24.01,31.78,40.69,109.31,38.29,39.91,48.72,21.09,62.48,21.68,48.35,64.14,20.68,6.35,45.21,37.4,37.18,49.17,13.24,44.86,35.69,40.95,43.94,28.55,26.46,84.58,41.53,23.27,21.45,23.34,15.15,28.04,24.71,44.98,61.19,7.71,14.68
2009-08-13,160.98,20.62,84.6,29.79,41.66,16.71,35.91,42.24,32.1,13.65,28.05,19.93,11.13,32.86,57.86,28.12,13.82,7.44,50.24,12.11,155.18,30.39,24.44,32.01,40.85,109.57,38.92,39.66,49.13,20.95,62.28,21.78,47.94,64.38,20.76,6.32,45.63,37.33,37.25,49.01,13.19,45.05,35.65,40.85,44.3,28.43,26.39,85.41,41.67,23.08,22.04,23.38,15.27,28.51,25.35,46.2,60.87,7.73,15.04
2009-08-14,159.41,20.08,83.58,29.55,40.1,17.09,35.53,41.19,31.97,13.52,27.77,19.75,11.03,32.57,57.94,27.39,13.74,7.37,49.5,11.96,153.53,30.11,23.96,32.25,40.61,108.65,38.51,39.74,49.16,21.1,61.61,21.26,47.5,63.25,20.82,6.32,44.2,36.89,37.12,49.07,13.17,45.11,34.91,40.8,43.79,27.92,26.16,85.27,41.08,22.77,21.52,23.5,14.91,28.31,25.22,46.12,60.39,7.67,15.04
2009-08-17,152.54,19.3,81.06,28.31,39.47,16.27,34.27,39.35,31.79,13.29,26.87,19.21,10.72,32.04,56.78,26.29,13.48,6.94,48.43,11.48,148.36,29.91,23.05,31.12,39.71,107.08,36.95,39.74,48.69,21.2,61.09,20.58,46.84,62.15,20.44,6.1,42.51,36.41,36.77,48.74,13.26,44.98,33.61,40.46,42.82,27.02,25.52,83.24,39.76,22.09,20.96,22.75,14.38,27.37,23.92,45.92,58.92,7.37,14.56
